"RegionID","Date","RegionName","State","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
394705,2017-02-28,"Indianapolis, IN","IN",33,137100,0.00734753857457752,0.0254300673148841,0.0529953917050691,0.0221087692941657,0.00214022321821328,"2003-11","2003-Q4",139900,-0.0200142959256612,"2003-10"
395059,2017-02-28,"San Jose, CA","CA",34,979400,0.00740588356305287,0.0195711013949615,0.0390409505622746,0.117811279055189,0.0280925537177406,"2017-02","2017-Q1",979400,0,"2017-02"
394355,2017-02-28,"Austin, TX","TX",35,264800,0.00417140690178233,0.0176787086856264,0.0703314470493129,0.0843898810078954,0.0389531946543082,"2017-02","2017-Q1",264800,0,"2017-02"
395194,2017-02-28,"Virginia Beach, VA","VA",36,219900,0.000454959053685168,0.00640732265446224,0.0319099014547161,0.0182374324303665,-0.00829447487386037,"2007-07","2007-Q3",241100,-0.0879303193695562,"2005-11"
394902,2017-02-28,"Nashville, TN","TN",37,210400,0.00621712099473936,0.02734375,0.12573568753344,0.0746423117293751,0.0302354046639401,"2017-02","2017-Q1",210400,0,"2017-02"
395005,2017-02-28,"Providence, RI","RI",38,263200,0.00304878048780488,0.0126971912273951,0.0681818181818182,0.0397417582837398,-0.0101266461403983,"2005-11","2005-Q4",300700,-0.124709012304623,"2004-04"
394862,2017-02-28,"Milwaukee, WI","WI",39,209900,0.00334608030592734,0.0062320230105465,0.0875647668393782,0.0384666007830208,0.00449205627422078,"2017-02","2017-Q1",209900,0,"2017-02"
394714,2017-02-28,"Jacksonville, FL","FL",40,178500,0.00450196961170512,0.015358361774744,0.0798548094373866,0.0689405080469556,-0.0136505044215363,"2006-11","2006-Q4",208500,-0.143884892086331,"2005-07"
394849,2017-02-28,"Memphis, TN","TN",41,116800,-0.00341296928327645,-0.00170940170940171,0.0475336322869955,0.0270660870893518,,"2016-12","2016-Q4",117500,-0.00595744680851064,"2016-11"
394935,2017-02-28,"Oklahoma City, OK","OK",42,137200,0.00439238653001464,0.0140428677014043,0.0489296636085627,0.0373793566495948,0.0282901501702113,"2017-02","2017-Q1",137200,0,"2017-02"
394807,2017-02-28,"Louisville-Jefferson County, KY","KY",43,148700,0.00813559322033898,0.0255172413793103,0.10229799851742,0.0390166817293465,0.0184130745292539,"2017-02","2017-Q1",148700,0,"2017-02"
394669,2017-02-28,"Hartford, CT","CT",44,220400,0.000453926463912846,0.00136301681054066,0.0124023886081764,0.00432041095742863,-0.014592014113195,"2007-05","2007-Q2",256600,-0.141075604053001,"2004-09"
395022,2017-02-28,"Richmond, VA","VA",45,202800,0.00445765230312036,0.0124812780828757,0.0634504457262716,0.0343371360453688,-0.00204775264271395,"2007-09","2007-Q3",211700,-0.0420406235238545,"2006-09"
394425,2017-02-28,"Buffalo, NY","NY",46,144600,0.00766550522648084,0.0306486101211689,0.0831460674157303,0.0465094702280797,,"2017-02","2017-Q1",144600,0,"2017-02"
395012,2017-02-28,"Raleigh, NC","NC",47,221600,0.000903342366757001,0.00226142017186793,0.062320230105465,0.0449097019230877,0.0177217045146065,"2017-02","2017-Q1",221600,0,"2017-02"
394388,2017-02-28,"Birmingham, AL","AL",48,131500,0,0.00458365164247517,0.030564263322884,0.0200061687288895,-0.00105845085545009,"2009-11","2009-Q4",135600,-0.03023598820059,"2009-02"
395053,2017-02-28,"Salt Lake City, UT","UT",49,253700,0.00395726157499011,0.0156124899919936,0.078656462585034,0.0693912761402422,0.00187170647397172,"2008-01","2008-Q1",271000,-0.0638376383763838,"2007-04"
395031,2017-02-28,"Rochester, NY","NY",50,130400,0.0139968895800933,0.0116369278510473,0.0163678877630553,0.0171011718146317,0.0127348527792772,"2017-02","2017-Q1",130400,0,"2017-02"
394640,2017-02-28,"Grand Rapids, MI","MI",51,165200,0.00242718446601942,0.00916310323762981,0.0847012475377544,0.0665548096702244,0.0123623440208585,"2017-02","2017-Q1",165200,0,"2017-02"
395167,2017-02-28,"Tucson, AZ","AZ",52,179100,0.00505050505050505,0.0210946408209806,0.0737410071942446,0.0559813379493486,-0.024064899458478,"2006-05","2006-Q2",236500,-0.242706131078224,"2005-03"
753924,2017-02-28,"Urban Honolulu, HI","HI",53,654000,0.00522594528127882,0.0148975791433892,0.0670582476749878,0.0618344059118781,0.0180636336387312,"2017-02","2017-Q1",654000,0,"2017-02"
395169,2017-02-28,"Tulsa, OK","OK",54,126500,0.000791139240506329,0.00796812749003984,0.049792531120332,0.0365806741049852,0.0289422510635287,"2017-02","2017-Q1",126500,0,"2017-02"
394619,2017-02-28,"Fresno, CA","CA",55,219500,0.00641907381934892,0.0185614849187935,0.0904123199205166,0.101445903521012,-0.0215399487698544,"2006-04","2006-Q2",293800,-0.25289312457454,"2004-11"
395238,2017-02-28,"Worcester, MA","MA",56,243900,0.00453047775947282,0.0166736140058358,0.0558441558441558,0.0330527535771106,-0.00736014614703595,"2006-01","2006-Q1",273200,-0.107247437774524,"2004-06"
394415,2017-02-28,"Stamford, CT","CT",57,401500,0.00425212606303152,0.00500625782227785,0.0279057859703021,0.0198603291902983,-0.0194823058366921,"2006-04","2006-Q2",496300,-0.191013499899254,"2004-01"
394312,2017-02-28,"Albuquerque, NM","NM",58,177800,0.00565610859728507,0.0247838616714697,0.0775757575757576,0.026242852553179,-0.00744718551104273,"2009-05","2009-Q2",196300,-0.0942435048395313,"2006-07"
394308,2017-02-28,"Albany, NY","NY",59,202200,0.00999000999000999,0.0321592649310873,0.0553235908141962,0.0239882276786407,0.00498043819144245,"2017-02","2017-Q1",202200,0,"2017-02"
394938,2017-02-28,"Omaha, NE","NE",60,154400,0.0025974025974026,0.0131233595800525,0.0707350901525659,0.0409953488369794,0.0156441797324638,"2017-02","2017-Q1",154400,0,"2017-02"
394908,2017-02-28,"New Haven, CT","CT",61,218400,0.00275482093663912,0.00506212609295904,0.0153417015341702,0.00797100404678708,-0.0200748935685272,"2006-04","2006-Q2",272100,-0.197353914002205,"2004-04"
394357,2017-02-28,"Bakersfield, CA","CA",62,190300,0.00475184794086589,0.0143923240938166,0.0461792193512919,0.0935273309820672,-0.0305394467282392,"2006-05","2006-Q2",270800,-0.297267355982275,"2005-01"
394753,2017-02-28,"Knoxville, TN","TN",63,144200,0.00138888888888889,0.00980392156862745,0.0634218289085546,0.0350213652367448,0.0127824193943611,"2017-02","2017-Q1",144200,0,"2017-02"
394653,2017-02-28,"Greenville, SC","SC",64,150700,0.00266134397870925,0.0107310529845741,0.0771979985704074,0.0401082029884352,0.0181429355335421,"2017-02","2017-Q1",150700,0,"2017-02"
394952,2017-02-28,"Ventura, CA","CA",65,550500,0.00291492075059209,0.00639853747714808,0.0396600566572238,0.077458887405935,-0.00941210398677106,"2006-05","2006-Q2",632200,-0.129231255931667,"2005-02"
394318,2017-02-28,"Allentown, PA","PA",66,186200,0.00323275862068966,0.0163755458515284,0.0298672566371681,0.0162283431085966,-0.0163184740113749,"2007-06","2007-Q2",220300,-0.154788924194281,"2005-04"
394561,2017-02-28,"El Paso, TX","TX",67,112400,-0.000888888888888889,0.00536672629695885,0.0181159420289855,0.00359721522782008,-0.00254410724132415,"2008-01","2008-Q1",119900,-0.0625521267723103,"2006-12"
394367,2017-02-28,"Baton Rouge, LA","LA",68,169200,0.010752688172043,0.0361298224127373,0.0958549222797927,0.0372844636421827,0.0264684241418618,"2017-02","2017-Q1",169200,0,"2017-02"
394521,2017-02-28,"Dayton, OH","OH",69,112300,0.00447227191413238,0.0227686703096539,0.0756704980842912,0.0331568900285772,-0.00400645333781391,"2008-02","2008-Q1",117400,-0.0434412265758092,"2003-11"
394486,2017-02-28,"Columbia, SC","SC",70,124900,0.00321285140562249,0.00888529886914378,0.0382377389858687,0.0207695455077321,0.00169707855248835,"2009-11","2009-Q4",125300,-0.00319233838786911,"2009-08"
394304,2017-02-28,"Akron, OH","OH",71,130000,-0.000768639508070715,0.0069713400464756,0.04,0.0271564024343194,-0.00272785369178596,"2007-03","2007-Q1",133800,-0.0284005979073244,"2003-09"
753906,2017-02-28,"North Port-Sarasota-Bradenton, FL","FL",72,246700,0.00447882736156352,0.0164812525751957,0.0754141238012206,0.107746011737468,-0.00761589788641981,"2006-03","2006-Q1",302900,-0.185539782106306,"2005-04"
394798,2017-02-28,"Little Rock, AR","AR",73,130800,-0.000763941940412529,0.000765110941086458,0.0226739640344019,0.0163705842669077,0.0117319764400634,"2017-01","2017-Q1",130900,-0.000763941940412529,"2016-12"
395134,2017-02-28,"Stockton, CA","CA",74,303100,0.00364238410596027,0.0110073382254837,0.0981884057971014,0.14892588010831,-0.0194545515050522,"2006-04","2006-Q2",411100,-0.262709802967648,"2004-09"
395143,2017-02-28,"Syracuse, NY","NY",75,125500,0.00480384307445957,0.0153721682847896,0.0320723684210526,0.0195863212441105,0.0118076370818303,"2017-02","2017-Q1",125500,0,"2017-02"
394484,2017-02-28,"Colorado Springs, CO","CO",76,248700,0.00525464834276475,0.0134474327628362,0.0850785340314136,0.0549877076055727,0.0197107918900679,"2017-02","2017-Q1",248700,0,"2017-02"
395235,2017-02-28,"Winston-Salem, NC","NC",77,129700,0.00386996904024768,0.0101246105919003,0.0451248992747784,0.0180545691367622,0.00361759514380999,"2017-02","2017-Q1",129700,0,"2017-02"
395115,2017-02-28,"Springfield, MA","MA",78,207900,0.00386286817962337,0.0116788321167883,0.0473551637279597,0.0221822303310995,-0.00176249548942709,"2006-08","2006-Q3",216300,-0.0388349514563107,"2005-10"
394440,2017-02-28,"Fort Myers, FL","FL",79,222900,-0.00491071428571429,-0.00357621814930711,0.0700912145943351,0.10730152565783,-0.0168918633515496,"2006-04","2006-Q2",291700,-0.235858758998972,"2005-04"
394399,2017-02-28,"Boise City, ID","ID",80,192100,0.00734137388568432,0.0223523150612028,0.0983419096626644,0.0911417008670388,-0.00560171614134386,"2007-07","2007-Q3",207600,-0.0746628131021195,"2006-08"
395160,2017-02-28,"Toledo, OH","OH",81,107500,0.00561272217025257,0.0208926875593542,0.0622529644268775,0.0338878089430668,-0.00594072462552231,"2006-07","2006-Q3",115700,-0.0708729472774417,"2003-05"
394816,2017-02-28,"Madison, WI","WI",82,227500,0.00574712643678161,0.0188087774294671,0.0756501182033097,0.0408792354703029,0.015170660109344,"2017-02","2017-Q1",227500,0,"2017-02"
394766,2017-02-28,"Lakeland, FL","FL",83,156600,0.0135922330097087,0.0343461030383091,0.106713780918728,0.0987289825264421,-0.0191988552032731,"2006-10","2006-Q4",194200,-0.193614830072091,"2005-08"
394931,2017-02-28,"Ogden, UT","UT",84,221600,0.00453309156844968,0.0188505747126437,0.0948616600790514,0.0564416960562981,0.00703355992411736,"2008-06","2008-Q2",230000,-0.0365217391304348,"2007-10"
394528,2017-02-28,"Daytona Beach, FL","FL",85,174100,0.00577700751010976,0.0175336060783168,0.0991161616161616,0.0930169964690353,-0.0242313167083107,"2006-08","2006-Q3",238700,-0.270632593213238,"2004-12"
394531,2017-02-28,"Des Moines, IA","IA",86,169300,-0.00470311581422693,0.00653983353151011,0.0457072266831377,0.0381448887180478,0.021394791996501,"2017-01","2017-Q1",170100,-0.00470311581422693,"2016-12"
394711,2017-02-28,"Jackson, MS","MS",87,124700,0.000802568218298555,0.0048348106365834,0.0196238757154538,0.0114495665200709,0.0374939330673187,"2009-11","2009-Q4",134600,-0.0735512630014859,"2009-04"
395245,2017-02-28,"Youngstown, OH","OH",88,85400,0.00352526439482961,0.0106508875739645,0.0389294403892944,0.0203945117599305,-0.00412051418265158,"2006-04","2006-Q2",90400,-0.0553097345132743,"2005-06"
394352,2017-02-28,"Augusta, GA","GA",89,105300,0.000950570342205323,0.0076555023923445,0.0508982035928144,0.0225286698466076,0.0123900520008156,"2017-02","2017-Q1",105300,0,"2017-02"
395075,2017-02-28,"Scranton, PA","PA",90,114600,-0.000871839581517001,-0.000871839581517001,0.0177619893428064,0.00914622441445223,0.000876813976181889,"2007-08","2007-Q3",118000,-0.0288135593220339,"2007-03"
394666,2017-02-28,"Harrisburg, PA","PA",91,167200,0.002999400119976,0.0133333333333333,0.0463078848560701,0.018976865705904,0.0046628389213812,"2017-02","2017-Q1",167200,0,"2017-02"
394957,2017-02-28,"Melbourne, FL","FL",92,182500,0.0122018857459789,0.0369318181818182,0.121007371007371,0.11207129132503,-0.0110751954820218,"2006-02","2006-Q1",227300,-0.197096348438187,"2005-01"
394460,2017-02-28,"Chattanooga, TN","TN",93,135300,0.000739644970414201,-0.00221238938053097,0.0399692544196772,0.0263518540707108,0.00965869889693072,"2016-11","2016-Q4",135600,-0.00221238938053097,"2016-10"
395113,2017-02-28,"Spokane, WA","WA",94,194600,0.00516528925619835,0.0167189132706374,0.0938729623383923,0.0476390846664778,0.00732688899196043,"2017-02","2017-Q1",194600,0,"2017-02"
395006,2017-02-28,"Provo, UT","UT",95,254400,0.00593119810201661,0.022508038585209,0.0956072351421188,0.0748841879936333,0.00830755583850218,"2008-02","2008-Q1",259300,-0.018897030466641,"2007-12"
394768,2017-02-28,"Lancaster, PA","PA",96,190100,0.000526315789473684,0.0047568710359408,0.0365321701199564,0.0200941319416554,0.00256068458691772,"2017-02","2017-Q1",190100,0,"2017-02"
394871,2017-02-28,"Modesto, CA","CA",97,265200,0.00606980273141123,0.0227535672965677,0.0936082474226804,0.149218834755328,-0.0212075830430623,"2006-04","2006-Q2",362100,-0.267605633802817,"2004-09"
394549,2017-02-28,"Durham, NC","NC",98,208000,0.000481000481000481,0.00726392251815981,0.0633946830265849,0.0389820274432007,0.0145631470802392,"2017-02","2017-Q1",208000,0,"2017-02"
395068,2017-02-28,"Santa Rosa, CA","CA",99,575100,-0.0015625,0.00191637630662021,0.0659870250231696,0.11334338146645,0.00412619623047505,"2005-12","2005-Q4",595000,-0.0334453781512605,"2005-08"
394792,2017-02-28,"Lexington, KY","KY",100,154900,0.00519143413367943,0.0177398160315375,0.0749479528105482,0.0286457277560013,0.0122817245693485,"2017-02","2017-Q1",154900,0,"2017-02"
394761,2017-02-28,"Lafayette, LA","LA",101,138400,0.00948212983223924,0.0244263508512213,0.0804059328649493,0.0200865088076414,0.00975182103887628,"2009-11","2009-Q4",148200,-0.0661268556005398,"2009-08"
394770,2017-02-28,"Lansing, MI","MI",102,137600,0.00511322132943755,0.0132547864506627,0.0440060698027314,0.0537667592308586,-0.00658638021289193,"2005-12","2005-Q4",152800,-0.0994764397905759,"2003-01"
394590,2017-02-28,"Fayetteville, AR","AR",103,159400,0.00631313131313131,0.0198336532309661,0.0962861072902338,0.0547621349955372,0.00676985863321566,"2017-02","2017-Q1",159400,0,"2017-02"
394971,2017-02-28,"Pensacola, FL","FL",104,151700,0.00264375413086583,0.0133600534402138,0.0600978336827393,0.0403111323049035,-0.00605568435417336,"2006-05","2006-Q2",166200,-0.0872442839951865,"2005-06"
395195,2017-02-28,"Visalia, CA","CA",105,183800,0.00327510917030568,0.014908890115958,0.069848661233993,0.0893758361565287,-0.0197166565730047,"2006-07","2006-Q3",240800,-0.236710963455149,"2005-02"
395096,2017-02-28,"Shreveport, LA","LA",106,120400,-0.00165837479270315,-0.0163398692810458,0.0552147239263804,0.0149319789453937,0.00925849754635744,"2016-11","2016-Q4",122400,-0.0163398692810458,"2016-10"
395116,2017-02-28,"Springfield, MO","MO",107,118800,-0.000841042893187553,-0.0149253731343284,-0.00419111483654652,0.0171812310551724,-0.00232684494995916,"2009-05","2009-Q2",124100,-0.0427074939564867,"2008-10"
395244,2017-02-28,"York, PA","PA",108,163600,0.00245098039215686,0.00800985828712261,0.0440331844288449,0.0216289543337185,-0.00812145976686851,"2007-08","2007-Q3",180700,-0.0946319867183177,"2005-11"
394596,2017-02-28,"Flint, MI","MI",109,93400,0.00863930885529158,0.0286343612334802,0.100117785630153,0.105365967013406,-0.0231081488749028,"2005-10","2005-Q4",124200,-0.247987117552335,"1999-06"
395019,2017-02-28,"Reno, NV","NV",110,306000,0.00262123197903014,0.00956779940613659,0.0991379310344828,0.151877877149786,-0.00533052550248825,"2006-03","2006-Q1",354300,-0.136325148179509,"2005-01"
394338,2017-02-28,"Asheville, NC","NC",111,216600,0.00650557620817844,0.0226628895184136,0.126951092611863,0.0585080606767501,0.0185687941094792,"2017-02","2017-Q1",216600,0,"2017-02"
394995,2017-02-28,"Port St. Lucie, FL","FL",112,200800,0.00853842290306379,0.0350515463917526,0.108167770419426,0.124858173133673,-0.017346844007853,"2006-03","2006-Q1",258600,-0.223511214230472,"2004-11"
753917,2017-02-28,"Santa Maria-Santa Barbara, CA","CA",113,558700,-0.000178954903364352,0.00485611510791367,0.0165574963609898,0.0774851589895971,-0.00858351062922058,"2006-01","2006-Q1",684700,-0.184022199503432,"2004-06"
394698,2017-02-28,"Huntsville, AL","AL",114,152100,-0.000657030223390276,-0.00262295081967213,0.00131665569453588,0.00835808411914241,-0.0036091009527448,"2008-11","2008-Q4",165000,-0.0781818181818182,"2006-08"
394612,2017-02-28,"Fort Wayne, IN","IN",115,114000,0.0106382978723404,0.0391978122151322,0.029810298102981,0.0313404643951471,0.00504974313098883,"2017-02","2017-Q1",114000,0,"2017-02"
395050,2017-02-28,"Salinas, CA","CA",116,499200,0.0054380664652568,0.0193996324280172,0.110814419225634,0.114283740378874,-0.0255402896640786,"2006-04","2006-Q2",696800,-0.283582089552239,"2004-06"
395183,2017-02-28,"Vallejo, CA","CA",117,383500,0.00130548302872063,0.0105401844532279,0.0988538681948424,0.146850221640846,-0.0153152026288982,"2006-04","2006-Q2",477000,-0.19601677148847,"2004-10"
394870,2017-02-28,"Mobile, AL","AL",118,110200,0.00181818181818182,0.0119375573921028,0.0740740740740741,0.028832655485262,-0.0079861701604883,"2008-05","2008-Q2",122900,-0.1033360455655,"2006-04"
395015,2017-02-28,"Reading, PA","PA",119,168500,0.00958657878969443,0.0261875761266748,0.0630914826498423,0.0221734387269565,-0.00474049118839359,"2007-05","2007-Q2",177500,-0.0507042253521127,"2006-06"
394421,2017-02-28,"Brownsville, TX","TX",120,79200,0.00635324015247776,0.03125,0.0790190735694823,0.0195282362451465,0.0132965665995037,"2017-02","2017-Q1",79200,0,"2017-02"
394746,2017-02-28,"Killeen, TX","TX",121,118200,0.00254452926208651,0.00254452926208651,0.029616724738676,0.0155937765730207,0.00119221358004173,"2006-12","2006-Q4",118300,-0.00084530853761623,"2006-11"
394439,2017-02-28,"Canton, OH","OH",122,117500,0,0.0155574762316335,0.048171275646744,0.0432093477568283,0.00059770487342159,"2006-07","2006-Q3",119700,-0.0183792815371763,"2005-07"
394820,2017-02-28,"Manchester, NH","NH",123,250200,0.00481927710843374,0.0121359223300971,0.0592718035563082,0.0403504783562971,-0.00174179012888542,"2006-05","2006-Q2",267300,-0.063973063973064,"2005-01"
395048,2017-02-28,"Salem, OR","OR",124,232300,0.00302245250431779,0.0161854768153981,0.135941320293399,0.0805466053435908,0.0121369649571379,"2017-02","2017-Q1",232300,0,"2017-02"
394327,2017-02-28,"Anchorage, AK","AK",125,282500,0.00533807829181495,0.0107334525939177,0.00748930099857347,0.0234380586645002,-0.000599786563733828,"2008-07","2008-Q3",287200,-0.0163649025069638,"2006-10"
394520,2017-02-28,"Davenport, IL","IL",126,115700,-0.00172562553925798,-0.0102651839178785,-0.0244519392917369,0.0140570362832217,0.00955913280955012,"2016-08","2016-Q3",120700,-0.0414250207125104,"2015-07"
394972,2017-02-28,"Peoria, IL","IL",127,114400,-0.00174520069808028,-0.00608166811468288,-0.0163370593293207,0.00569026784549287,0.00257094803789748,"2016-05","2016-Q2",116700,-0.0197086546700943,"2015-06"
394898,2017-02-28,"Myrtle Beach, SC","SC",128,166500,-0.0011997600479904,-0.0101070154577883,0.00725952813067151,0.0253649984460338,-0.0305200359711693,"2006-10","2006-Q4",230400,-0.27734375,"2005-02"
394875,2017-02-28,"Montgomery, AL","AL",129,111400,0.00905797101449275,0.030527289546716,0.0229568411386593,-0.00390359683864416,-0.00557052115856915,"2009-11","2009-Q4",138700,-0.196827685652487,"2006-04"
395051,2017-02-28,"Salisbury, MD","MD",130,185700,0.00487012987012987,0.0119891008174387,0.0380100614868642,0.0190254716973632,-0.0235193048982502,"2006-04","2006-Q2",240900,-0.229140722291407,"2004-08"
394658,2017-02-28,"Gulfport, MS","MS",131,109000,0,-0.0045662100456621,-0.00909090909090909,-0.00683025838898066,,"2010-03","2010-Q1",130900,-0.167303284950344,
395146,2017-02-28,"Tallahassee, FL","FL",132,155700,0.0006426735218509,0.0116959064327485,0.0484848484848485,0.0283335132743181,-0.0154322835303404,"2006-11","2006-Q4",182200,-0.145444566410538,"2005-04"
395164,2017-02-28,"Trenton, NJ","NJ",133,225100,-0.00177383592017738,-0.00044404973357016,0.01259559154296,0.0127335546508538,-0.0200371136662738,"2006-06","2006-Q2",278600,-0.192031586503948,"2004-06"
