Castlevania III: Dracula's Curse,NTSC - Points,Nintendo Entertainment System,"83,440",Jared Oswald
Castlevania III: Dracula's Curse,NTSC - Points,Nintendo Entertainment System,"39,550",Chris Coats
Castlevania III: Dracula's Curse,NES - Points,Nintendo Wii Virtual Console,"999,999",Andrew Furrer
Castlevania: Dracula X,NTSC - Points,Super Nintendo Entertainment System,"186,100",Rudy Ferretti
Castlevania: Dracula X,NTSC - Points,Super Nintendo Entertainment System,"162,900",Scott Kessler
Castlevania: Rondo Of Blood,Turbografx-16 - Points,Nintendo Wii Virtual Console,"87,780",John Pompa
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"48,800",Robert Garner Jr
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"28,200",Mr. Kelly R. Flewin
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"22,400",Patrick DiCesare
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"9,300",William Willemstyn III
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"8,600",Rudy Chavez
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"5,700",Graham Ogilvie
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"5,300",Andrew Gardikis
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"2,000",Jennifer Carmichael
Cheetahmen II,NTSC - Points,Nintendo Entertainment System,"1,100",Martin Bedard
Chiller,NTSC - Points,Nintendo Entertainment System,"1,472,900",Terence O'Neill
Chiller,NTSC - Points,Nintendo Entertainment System,"1,291,800",Gary Hatt
Chiller,NTSC - Points,Nintendo Entertainment System,"83,000",Rudy Ferretti
Chiller,NTSC - Points,Nintendo Entertainment System,"53,500",Mr. Kelly R. Flewin
A Nightmare on Elm Street,NTSC - Points,Nintendo Entertainment System,"640,075",Ryan Sullivan
A Nightmare on Elm Street,NTSC - Points,Nintendo Entertainment System,"631,975",Rudy Ferretti
A Nightmare on Elm Street,NTSC - Points,Nintendo Entertainment System,"571,975",Ryan Bland
Abadox,NTSC - Points,Nintendo Entertainment System,"304,700",Antonio Filho
Abadox,NTSC - Points,Nintendo Entertainment System,"300,700",Eric Cummings
Abadox,NTSC - Points,Nintendo Entertainment System,"135,000",Calvin Lai
Abadox,NTSC - Points,Nintendo Entertainment System,"88,000",Mike Miller
Choplifter III,NTSC - Points,Super Nintendo Entertainment System,"86,000",Joseph Smith
Choplifter III,NTSC - Points,Super Nintendo Entertainment System,"74,000",Patrick Scott Patterson
Chubby Cherub,NTSC - Points,Nintendo Entertainment System,"109,140",Brandon LeCroy
Chubby Cherub,NTSC - Points,Nintendo Entertainment System,"50,070",Eric Cummings
Chuck Rock,NTSC - Points,Super Nintendo Entertainment System,"234,200",Michael Vacca
Chunkout 2,NTSC/PAL - Points [Easiest Mode],Nintendo Entertainment System,"3,181,400",Nicole Ashdown
Chunkout 2,NTSC/PAL - Points [Easiest Mode],Nintendo Entertainment System,"3,171,500",Patrick Scott Patterson
Chunkout 2,NTSC/PAL - Points [Easiest Mode],Nintendo Entertainment System,"2,890,600",Tom Duncan
Chunkout 2,NTSC/PAL - Points [Easiest Mode],Nintendo Entertainment System,"2,826,100",Ben Mullen
Chunkout 2,NTSC/PAL - Points [Easiest Mode],Nintendo Entertainment System,"2,472,800",Mr. Kelly R. Flewin
Chunkout 2,NTSC/PAL - Points [Easy Mode],Nintendo Entertainment System,"1,082,800",Ryan Johnson
Chunkout 2,NTSC/PAL - Points [Easy Mode],Nintendo Entertainment System,"1,081,900",Tom Duncan
Chunkout 2,NTSC/PAL - Points [Easy Mode],Nintendo Entertainment System,"1,010,400",Nicole Ashdown
Chunkout 2,NTSC/PAL - Points [Hard Mode],Nintendo Entertainment System,"258,900",Ryan Johnson
Chunkout 2,NTSC/PAL - Points [Hard Mode],Nintendo Entertainment System,"101,900",Nicole Ashdown
Chunkout 2,NTSC/PAL - Points [Hardest Mode],Nintendo Entertainment System,"128,300",Ryan Johnson
Chunkout 2,NTSC/PAL - Points [Hardest Mode],Nintendo Entertainment System,"77,800",Nicole Ashdown
Chunkout 2,NTSC/PAL - Points [Medium Mode],Nintendo Entertainment System,"418,800",Ryan Johnson
Chunkout 2,NTSC/PAL - Points [Medium Mode],Nintendo Entertainment System,"279,400",Nicole Ashdown
City Connection,NTSC - Points,Nintendo Entertainment System,"1,518,000",Ryan Johnson
City Connection,NTSC - Points,Nintendo Entertainment System,"1,199,500",Andrew Furrer
City Connection,NTSC - Points,Nintendo Entertainment System,"920,600",Zack Alves
City Connection,NTSC - Points,Nintendo Entertainment System,"661,700",Brian Sulpher
City Connection,NTSC - Points,Nintendo Entertainment System,"343,400",Jared Bottorff
City Connection,NES - Points,Nintendo Wii Virtual Console,"818,500",Andrew Furrer
City Connection,NES - Points,Nintendo Wii Virtual Console,"775,500",Eric Kadel
ClayFighter,NTSC - Points [Tournament Settings],Super Nintendo Entertainment System,"469,117",Brandon Bean
ClayFighter,NTSC - Points [Tournament Settings],Super Nintendo Entertainment System,"399,314",Joseph Smith
ClayFighter,NTSC - Points [Tournament Settings],Super Nintendo Entertainment System,"135,204",Adam De Anda
ClayFighter: Tournament Edition,NTSC - Points [Tournament Settings],Super Nintendo Entertainment System,"447,015",Brandon Bean
Cliffhanger,NTSC - Points,Nintendo Entertainment System,"959,005",Rudy Ferretti
Cliffhanger,NTSC - Points,Super Nintendo Entertainment System,"895,500",Scott Kessler
Cliffhanger,NTSC - Points,Super Nintendo Entertainment System,"70,500",Rudy Ferretti
Clu Clu Land,NTSC - Points,Nintendo Entertainment System,"1,022,300",Tom Votava
Clu Clu Land,NTSC - Points,Nintendo Entertainment System,"69,170",Shawne Vinson
Clu Clu Land,NTSC - Points,Nintendo Entertainment System,"32,540",Mr. Kelly R. Flewin
Cobra Triangle,NTSC - Points,Nintendo Entertainment System,"862,100",Daryl Kiddey
Cobra Triangle,NTSC - Points,Nintendo Entertainment System,"250,500",Mr. Kelly R. Flewin
Cobra Triangle,NTSC - Points,Nintendo Entertainment System,"52,050",Andrew Furrer
Cobra Triangle,NTSC - Points,Nintendo Entertainment System,"50,600",David Archey
Cobra Triangle,PAL - Points,Nintendo Entertainment System,"2,793,550",Dag Cato
Code Name: Viper,NTSC - Points,Nintendo Entertainment System,"148,300",Jordan Bean
Code Name: Viper,NTSC - Points,Nintendo Entertainment System,"57,890",Matthew Straka
Code Name: Viper,NTSC - Points,Nintendo Entertainment System,"55,990",Eric Cummings
Code Name: Viper,NTSC - Points,Nintendo Entertainment System,"32,670",Mr. Kelly R. Flewin
Commando,NTSC - Points,Nintendo Entertainment System,"1,335,200",Tom Votava
Commando,NTSC - Points,Nintendo Entertainment System,"241,550",Louis Valenti
Commando,NTSC - Points,Nintendo Entertainment System,"185,850",Patrick Scott Patterson
Commando,NTSC - Points,Nintendo Entertainment System,"177,200",Troy Whelan
Commando,NTSC - Points,Nintendo Entertainment System,"48,900",Marcelo Sanchez
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Matthew Neubert
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Carey Williams
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Blake Kacyon
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Daniel Spinner
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Eric Cummings
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Kevin Parker
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Ben Greenman
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Graham Ogilvie
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Jeff Feasel
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Marc Merica
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Adam Tottle
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Andrew Furrer
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Dinky Dana
Contra,NTSC - Points,Nintendo Entertainment System,"6,553,500",Evan Mitchell
Contra,NTSC - Points,Nintendo Entertainment System,"3,137,500",Ian Nelson
Contra,NTSC - Points,Nintendo Entertainment System,"33,300",Geoffrey Lin
Contra,NTSC - Points [Tournament Settings],Nintendo Entertainment System,"6,553,500",Andrew Furrer
Contra,NTSC - Points [Tournament Settings],Nintendo Entertainment System,"6,553,500",Tom Votava
Contra,NTSC - Points [Tournament Settings],Nintendo Entertainment System,"225,100",Douglas Lida
Contra,NTSC - Points [Tournament Settings],Nintendo Entertainment System,"166,600",Patrick Stanley
Contra 4,Points,Nintendo DS,"315,450",Ben Greenman
Contra III: The Alien Wars,NTSC - Points,Super Nintendo Entertainment System,"9,999,999",Isaiah TriForce Johnson
Contra III: The Alien Wars,NTSC - Points,Super Nintendo Entertainment System,"2,192,526",Vahe Gabuchian
Contra III: The Alien Wars / Super Probotector: Alien Rebels,SNES - Points,Nintendo Wii Virtual Console,"4,461,870",Isaiah TriForce Johnson
Contra III: The Alien Wars / Super Probotector: Alien Rebels,SNES - Points,Nintendo Wii Virtual Console,"1,939,020",Ben Greenman
Contra: Rebirth,Points,Nintendo WiiWare,"136,390",John Pompa
Cool Spot,NTSC - Points,Super Nintendo Entertainment System,"458,720",Mason Cramer
Crazy Taxi,PAL - 2-1: Crazy Drift [Points],Nintendo Game Cube,19,Kristian Farnan
Crazy Taxi,PAL - 2-1: Crazy Drift [Points],Nintendo Game Cube,18,Magnus Andersson
Crazy Taxi,PAL - S-1: Crazy Through [Points],Nintendo Game Cube,75,Magnus Andersson
Crystal Mines,NTSC - Points,Nintendo Entertainment System,"450,560",Ryan Johnson
Cutthroat Island,NTSC - Points,Super Nintendo Entertainment System,"14,482",Mike Halphen
Cybernator,SNES - Points,Nintendo Wii Virtual Console,"865,270",David Kinnick
Cybernator,NTSC - Points,Super Nintendo Entertainment System,"301,880",Joseph Smith
Cybernator,NTSC - Points,Super Nintendo Entertainment System,"66,150",Josh Bowen
D-Force,NTSC - Points,Super Nintendo Entertainment System,"70,300",Joseph Smith
Daffy Duck: The Marvin Missions,NTSC - Points,Super Nintendo Entertainment System,"39,600",John Brissie
Darius Twin,NTSC - Points,Super Nintendo Entertainment System,"6,157,500",Patrick DiCesare
Darius Twin,NTSC - Points,Super Nintendo Entertainment System,"3,789,900",Scott Kessler
Darkwing Duck,NTSC - Points,Nintendo Entertainment System,"86,100",David Stuart
Darkwing Duck,NTSC - Points,Nintendo Entertainment System,"28,100",David Archey
Darkwing Duck,PAL - Points,Nintendo Entertainment System,"67,900",Fredrik Andreas Svensson
Dash Galaxy In The Alien Asylum,NTSC - Points,Nintendo Entertainment System,"17,845",David Archey
Data East Arcade Classics,Bad Dudes VS Dragon Ninja - Points - 1 Player,Nintendo Wii,"366,300",Shawne Vinson
Data East Arcade Classics,Bad Dudes VS Dragon Ninja - Points - 1 Player,Nintendo Wii,"187,800",Matthew Runnels
Data East Arcade Classics,Bad Dudes VS Dragon Ninja - Points - 1 Player,Nintendo Wii,"102,400",Jared Oswald
Data East Arcade Classics,Burger Time - Points,Nintendo Wii,"1,234,500","Jeffrey Lowe, Jr."
Data East Arcade Classics,Burger Time - Points,Nintendo Wii,"14,350",Matthew Runnels
Data East Arcade Classics,Caveman Ninja - Points,Nintendo Wii,"133,300",Matthew Runnels
Data East Arcade Classics,Caveman Ninja - Points,Nintendo Wii,"127,000",Jared Oswald
Data East Arcade Classics,Crude Buster - Points,Nintendo Wii,"8,350",Matthew Runnels
Data East Arcade Classics,Crude Buster - Points,Nintendo Wii,"6,250",Jared Oswald
Data East Arcade Classics,Express Raider - Points,Nintendo Wii,"30,800",Matthew Runnels
Data East Arcade Classics,Express Raider - Points,Nintendo Wii,"28,000",Jared Oswald
Data East Arcade Classics,Heavy Barrel - Points - 1 Player,Nintendo Wii,"12,600",Matthew Runnels
Data East Arcade Classics,Magical Drop III - Points - Challenge Mode,Nintendo Wii,"147,076",Shawne Vinson
Data East Arcade Classics,Magical Drop III - Points - Challenge Mode,Nintendo Wii,"100,142",Matthew Runnels
Data East Arcade Classics,Magical Drop III - Points - Challenge Mode,Nintendo Wii,"85,720",Lance Eustache
Data East Arcade Classics,Magical Drop III - Points - Challenge Mode,Nintendo Wii,"21,220",Jared Oswald
Data East Arcade Classics,Magical Drop III - Points - Challenge Mode,Nintendo Wii,"21,120",William Willemstyn III
Data East Arcade Classics,Magical Drop III - Points - Magical Journey Mode,Nintendo Wii,"37,858",Matthew Runnels
Data East Arcade Classics,Magical Drop III - Points - Magical Journey Mode,Nintendo Wii,"31,468",William Willemstyn III
Data East Arcade Classics,Magical Drop III - Points - Magical Journey Mode,Nintendo Wii,"25,866",Jared Oswald
Data East Arcade Classics,Magical Drop III - Points - Survival Mode,Nintendo Wii,"111,122",Matthew Runnels
Data East Arcade Classics,Magical Drop III - Points - Survival Mode,Nintendo Wii,"107,644",William Willemstyn III
Data East Arcade Classics,Magical Drop III - Points - Survival Mode,Nintendo Wii,"36,174",Jared Oswald
Data East Arcade Classics,Secret Agent - Points,Nintendo Wii,"126,100",Matthew Runnels
Data East Arcade Classics,Secret Agent - Points,Nintendo Wii,"112,200",Jared Oswald
Data East Arcade Classics,Side Pocket - Points,Nintendo Wii,"1,300",Matthew Runnels
Data East Arcade Classics,Super Real Darwin - Points,Nintendo Wii,"7,880",Jared Oswald
Data East Arcade Classics,Wizard Fire - Points,Nintendo Wii,"11,800",Matthew Runnels
Dead Moon,TurboGrafx-16 - Points,Nintendo Wii Virtual Console,"2,521,500",Andrew Furrer
Dead Moon,TurboGrafx-16 - Points,Nintendo Wii Virtual Console,"809,900",William Willemstyn III
Death Race,NTSC - Points,Nintendo Entertainment System,"1,674",Terence O'Neill
Deathbots,NTSC - Points,Nintendo Entertainment System,"5,848",Gary Hatt
Deathbots,NTSC - Points,Nintendo Entertainment System,"5,451",Nik Meeks
Deathbots,NTSC - Points,Nintendo Entertainment System,"2,995",Mr. Kelly R. Flewin
Deer Captor,Points,Nintendo WiiWare,"23,458",William Willemstyn III
Defender II,NTSC - Points,Nintendo Entertainment System,"1,362,400",Andrew Furrer
Defender II,NTSC - Points,Nintendo Entertainment System,"1,312,000",Mason Cramer
Defender II,NTSC - Points,Nintendo Entertainment System,"154,600",John Brissie
Defender II,NTSC - Points,Nintendo Entertainment System,"91,100",Patrick Scott Patterson
Defender II,NTSC - Points,Nintendo Entertainment System,"30,200",Geoffrey Lin
101-in-1 Explosive Megamix,Amazing Dressing / Dressing Room [Points],Nintendo DS,"200,000",Tom Duncan
101-in-1 Explosive Megamix,Battleship / Notepad Destroyer [Points],Nintendo DS,"25,000",Tom Duncan
101-in-1 Explosive Megamix,Coco Bouncer / Flying Fruits [Points],Nintendo DS,"139,400",Tom Duncan
101-in-1 Explosive Megamix,Cowboy Paintball [Points],Nintendo DS,"55,000",Tom Duncan
101-in-1 Explosive Megamix,Divorce / Battle of the Sexes [Points],Nintendo DS,"84,000",Tom Duncan
101-in-1 Explosive Megamix,Doll Dance / Voodoo Dance [Points],Nintendo DS,"335,000",Tom Duncan
101-in-1 Explosive Megamix,Elevator Escape [Points],Nintendo DS,"12,000",Tom Duncan
101-in-1 Explosive Megamix,Franken Fry [Points],Nintendo DS,"230,000",Tom Duncan
101-in-1 Explosive Megamix,Good Neighbours / Noisy Neighbor [Points],Nintendo DS,"225,000",Tom Duncan
101-in-1 Explosive Megamix,Halitosis of Horrors / Tooth Decay [Points],Nintendo DS,"26,000",Tom Duncan
101-in-1 Explosive Megamix,Penguin Flight / Penguin Ferry [Points],Nintendo DS,"70,200",Tom Duncan
101-in-1 Explosive Megamix,Puzzle / Dragon Jigsaw [Points],Nintendo DS,"20,000",Tom Duncan
101-in-1 Explosive Megamix,Sprint / Hurdles [Points],Nintendo DS,"35,000",Tom Duncan
101-in-1 Explosive Megamix,Submarine [Points],Nintendo DS,"16,085",Tom Duncan
101-in-1 Explosive Megamix,Tanks [Points],Nintendo DS,"8,000",Tom Duncan
101-in-1 Explosive Megamix,Thick-skulled Romeo / Romeo’s Plan [Points],Nintendo DS,"9,000",Tom Duncan
101-in-1 Explosive Megamix,Tightrope Walker [Points],Nintendo DS,"35,400",Tom Duncan
101-in-1 Explosive Megamix,Treasures / Treasure Diver [Points],Nintendo DS,"35,000",Tom Duncan
101-in-1 Explosive Megamix,Urban Skateboarder / Skateboarder [Points],Nintendo DS,"60,800",Tom Duncan
Demon Sword,NTSC - Points,Nintendo Entertainment System,"13,810",Brandon Bean
Demon Sword,NTSC - Points,Nintendo Entertainment System,940,Henry Petty
Desert Strike: Return to the Gulf,NTSC - Points,Super Nintendo Entertainment System,"1,321,600",Michael Sroka
Destination: Earthstar,NTSC - Points,Nintendo Entertainment System,"189,600",Andrew Furrer
Destination: Earthstar,NTSC - Points,Nintendo Entertainment System,"23,300",Mike Yesenko
Devil's Crush,TurboGrafx-16 - Points,Nintendo Wii Virtual Console,"69,671,300",William Willemstyn III
Devil's Crush,TurboGrafx-16 - Points,Nintendo Wii Virtual Console,"1,270,800",Nicole Ashdown
Actraiser,NTSC - Points [Normal Mode],Super Nintendo Entertainment System,"263,450",Patrick DiCesare
Actraiser,NTSC - Points [Normal Mode],Super Nintendo Entertainment System,"125,140",Jared Oswald
Actraiser,NTSC - Points [Normal Mode],Super Nintendo Entertainment System,"99,990",Matthew Leto
Actraiser,NTSC - Points [Professional! Mode],Super Nintendo Entertainment System,"99,990",Patrick DiCesare
Actraiser 2,NTSC - Points,Super Nintendo Entertainment System,"1,055,120",Patrick DiCesare
Dig Dug,NES - Points,Nintendo Wii Virtual Console,"249,960",Patrick Scott Patterson
Dig Dug,NES - Points,Nintendo Wii Virtual Console,"191,690",Eric Kadel
Dig Dug,NES - Points,Nintendo Wii Virtual Console,"29,910",Jeffrey Widzinski
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"540,100",Tom Votava
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"337,900",Tom Duncan
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"293,800",Brandon LeCroy
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"256,700",Dave Survinski
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"159,190",Ron Corcoran
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"108,500",Andrew Furrer
Dig Dug II,NTSC - Points,Nintendo Entertainment System,"34,700",Geoffrey Lin
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"23,456,400",Mark Lee
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"14,512,200",Jason Hughes
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"11,687,800",George Newfield
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"9,945,500",Keith Green
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"9,423,100",Aaron Johnson
Dinocity,NTSC - Points,Super Nintendo Entertainment System,"8,541,900",James Fisher
DJ Hero (Wii),The Scratch Perverts Beats and Pieces [Points],Nintendo Wii,"343,959",Todd Friedman
